03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-05 06:49:14  Looking for image: bk1.png 
03-05 06:49:20  I Give up 
03-05 06:49:43  Looking for image: bk1.png 
03-05 06:49:44  Total have win: 23 
03-05 06:49:44  Start Match 
03-05 06:49:46  start round match 
03-05 06:49:48  Looking for image: matching.png 
03-05 06:49:49  Still in matching 
03-05 06:49:51  Looking for image: matching.png 
03-05 06:49:52  Still in matching 
03-05 06:49:54  Looking for image: matching.png 
03-05 06:49:55  Still in matching 
03-05 06:49:57  Looking for image: matching.png 
03-05 06:49:58  Still in matching 
03-05 06:50:00  Looking for image: matching.png 
03-05 06:50:00  Still in matching 
03-05 06:50:03  Looking for image: matching.png 
03-05 06:50:09  Not found matching.png, maybe match done 
03-05 06:50:11  Looking for image: matching.png 
03-05 06:50:17  Not found matching.png, maybe match done 
03-05 06:50:19  Looking for image: matching.png 
03-05 06:50:25  Not found matching.png, maybe match done 
03-05 06:50:25  matching done 
03-05 06:50:25  Game is going on. 
03-05 06:50:35  Select card. 
03-05 06:50:40  Wait for succeed 
03-05 06:50:40  Game is going on. 
03-05 06:50:58  Game is going on. 
03-05 06:50:58  Looking for image: bk1.png 
03-05 06:51:22  Game is going on. 
03-05 06:51:22  Looking for image: bk1.png 
03-05 06:51:45  Game is going on. 
03-05 06:51:45  Looking for image: bk1.png 
03-05 06:51:51  I Give up 
03-05 06:52:14  Looking for image: bk1.png 
03-05 06:52:15  Total have win: 23 
03-05 06:52:15  Start Match 
03-05 06:52:17  start round match 
03-05 06:52:19  Looking for image: matching.png 
03-05 06:52:20  Still in matching 
03-05 06:52:22  Looking for image: matching.png 
03-05 06:52:23  Still in matching 
03-05 06:52:25  Looking for image: matching.png 
03-05 06:52:26  Still in matching 
03-05 06:52:28  Looking for image: matching.png 
03-05 06:52:28  Still in matching 
03-05 06:52:31  Looking for image: matching.png 
03-05 06:52:31  Still in matching 
03-05 06:52:33  Looking for image: matching.png 
03-05 06:52:34  Still in matching 
03-05 06:52:36  Looking for image: matching.png 
03-05 06:52:37  Still in matching 
03-05 06:52:39  Looking for image: matching.png 
03-05 06:52:40  Still in matching 
03-05 06:52:42  Looking for image: matching.png 
03-05 06:52:48  Not found matching.png, maybe match done 
03-05 06:52:50  Looking for image: matching.png 
03-05 06:52:56  Not found matching.png, maybe match done 
03-05 06:52:58  Looking for image: matching.png 
03-05 06:53:04  Not found matching.png, maybe match done 
03-05 06:53:04  matching done 
03-05 06:53:04  Game is going on. 
03-05 06:53:14  Select card. 
03-05 06:53:19  Wait for succeed 
03-05 06:53:19  Game is going on. 
03-05 06:53:37  Game is going on. 
03-05 06:53:37  Looking for image: bk1.png 
03-05 06:54:01  Game is going on. 
03-05 06:54:01  Looking for image: bk1.png 
03-05 06:54:25  Game is going on. 
03-05 06:54:25  Looking for image: bk1.png 
03-05 06:54:31  I Give up 
03-05 06:54:54  Looking for image: bk1.png 
03-05 06:54:55  Total have win: 23 
03-05 06:54:55  Start Match 
03-05 06:54:57  start round match 
03-05 06:54:59  Looking for image: matching.png 
03-05 06:55:00  Still in matching 
03-05 06:55:02  Looking for image: matching.png 
03-05 06:55:03  Still in matching 
03-05 06:55:05  Looking for image: matching.png 
03-05 06:55:06  Still in matching 
03-05 06:55:08  Looking for image: matching.png 
03-05 06:55:08  Still in matching 
03-05 06:55:11  Looking for image: matching.png 
03-05 06:55:11  Still in matching 
03-05 06:55:13  Looking for image: matching.png 
03-05 06:55:19  Not found matching.png, maybe match done 
03-05 06:55:21  Looking for image: matching.png 
03-05 06:55:27  Not found matching.png, maybe match done 
03-05 06:55:29  Looking for image: matching.png 
03-05 06:55:35  Not found matching.png, maybe match done 
03-05 06:55:35  matching done 
03-05 06:55:35  Game is going on. 
03-05 06:55:45  Select card. 
03-05 06:55:50  Wait for succeed 
03-05 06:55:50  Game is going on. 
03-05 06:56:08  Game is going on. 
03-05 06:56:08  Looking for image: bk1.png 
03-05 06:56:31  Game is going on. 
03-05 06:56:31  Looking for image: bk1.png 
03-05 06:56:55  Game is going on. 
03-05 06:56:55  Looking for image: bk1.png 
03-05 06:57:01  I Give up 
03-05 06:57:24  Looking for image: bk1.png 
03-05 06:57:25  Total have win: 23 
03-05 06:57:25  Start Match 
03-05 06:57:27  start round match 
03-05 06:57:29  Looking for image: matching.png 
03-05 06:57:30  Still in matching 
03-05 06:57:32  Looking for image: matching.png 
03-05 06:57:33  Still in matching 
03-05 06:57:35  Looking for image: matching.png 
03-05 06:57:36  Still in matching 
03-05 06:57:38  Looking for image: matching.png 
03-05 06:57:38  Still in matching 
03-05 06:57:41  Looking for image: matching.png 
03-05 06:57:41  Still in matching 
03-05 06:57:43  Looking for image: matching.png 
03-05 06:57:46  Still in matching 
03-05 06:57:48  Looking for image: matching.png 
03-05 06:57:54  Not found matching.png, maybe match done 
03-05 06:57:57  Looking for image: matching.png 
03-05 06:58:02  Not found matching.png, maybe match done 
03-05 06:58:05  Looking for image: matching.png 
03-05 06:58:10  Not found matching.png, maybe match done 
03-05 06:58:10  matching done 
03-05 06:58:10  Game is going on. 
03-05 06:58:20  Select card. 
03-05 06:58:25  Wait for succeed 
03-05 06:58:25  Game is going on. 
03-05 06:58:43  Game is going on. 
03-05 06:58:43  Looking for image: bk1.png 
03-05 06:59:07  Game is going on. 
03-05 06:59:07  Looking for image: bk1.png 
03-05 06:59:31  Game is going on. 
03-05 06:59:31  Looking for image: bk1.png 
03-05 06:59:36  I Give up 
03-05 07:00:00  Looking for image: bk1.png 
03-05 07:00:00  Total have win: 23 
03-05 07:00:00  Start Match 
03-05 07:00:03  start round match 
03-05 07:00:05  Looking for image: matching.png 
03-05 07:00:05  Still in matching 
03-05 07:00:08  Looking for image: matching.png 
03-05 07:00:08  Still in matching 
03-05 07:00:10  Looking for image: matching.png 
03-05 07:00:16  Not found matching.png, maybe match done 
03-05 07:00:18  Looking for image: matching.png 
03-05 07:00:24  Not found matching.png, maybe match done 
03-05 07:00:26  Looking for image: matching.png 
03-05 07:00:32  Not found matching.png, maybe match done 
03-05 07:00:32  matching done 
03-05 07:00:32  Game is going on. 
03-05 07:00:42  Select card. 
03-05 07:00:47  Wait for succeed 
03-05 07:00:47  Game is going on. 
03-05 07:01:05  Game is going on. 
03-05 07:01:05  Looking for image: bk1.png 
03-05 07:01:29  Game is going on. 
03-05 07:01:29  Looking for image: bk1.png 
03-05 07:01:53  Game is going on. 
03-05 07:01:53  Looking for image: bk1.png 
03-05 07:01:59  I Give up 
03-05 07:02:22  Looking for image: bk1.png 
03-05 07:02:23  Total have win: 23 
03-05 07:02:23  Start Match 
03-05 07:02:25  start round match 
03-05 07:02:27  Looking for image: matching.png 
03-05 07:02:28  Still in matching 
03-05 07:02:30  Looking for image: matching.png 
03-05 07:02:31  Still in matching 
03-05 07:02:33  Looking for image: matching.png 
03-05 07:02:34  Still in matching 
03-05 07:02:36  Looking for image: matching.png 
03-05 07:02:37  Still in matching 
03-05 07:02:39  Looking for image: matching.png 
03-05 07:02:39  Still in matching 
03-05 07:02:42  Looking for image: matching.png 
03-05 07:02:42  Still in matching 
03-05 07:02:44  Looking for image: matching.png 
03-05 07:02:45  Still in matching 
03-05 07:02:47  Looking for image: matching.png 
03-05 07:02:53  Not found matching.png, maybe match done 
03-05 07:02:55  Looking for image: matching.png 
03-05 07:03:01  Not found matching.png, maybe match done 
03-05 07:03:03  Looking for image: matching.png 
03-05 07:03:09  Not found matching.png, maybe match done 
03-05 07:03:09  matching done 
03-05 07:03:09  Game is going on. 
03-05 07:03:19  Select card. 
03-05 07:03:24  Wait for succeed 
03-05 07:03:24  Game is going on. 
03-05 21:12:38  New day is coming 5 
03-05 21:12:38  Not game time, sleep... 
03-05 21:13:38  Not game time, sleep... 
03-05 21:14:38  Not game time, sleep... 
03-05 21:15:38  Not game time, sleep... 
03-05 21:16:38  Not game time, sleep... 
03-05 21:17:38  Not game time, sleep... 
03-05 21:18:38  Not game time, sleep... 
03-05 21:19:38  Not game time, sleep... 
03-05 21:20:38  Not game time, sleep... 
03-05 21:21:38  Not game time, sleep... 
03-05 21:22:38  Not game time, sleep... 
03-05 21:23:38  Not game time, sleep... 
03-05 21:24:38  Not game time, sleep... 
03-05 21:25:38  Not game time, sleep... 
03-05 21:26:38  Not game time, sleep... 
03-05 21:27:38  Not game time, sleep... 
03-05 21:28:38  Not game time, sleep... 
03-05 21:29:38  Not game time, sleep... 
03-05 21:30:38  Not game time, sleep... 
03-05 21:31:38  Not game time, sleep... 
03-05 21:32:38  Not game time, sleep... 
03-05 21:33:38  Not game time, sleep... 
03-05 21:34:38  Not game time, sleep... 
03-05 21:35:38  Not game time, sleep... 
03-05 21:36:38  Not game time, sleep... 
03-05 21:37:38  Not game time, sleep... 
03-05 21:38:38  Not game time, sleep... 
03-05 21:39:38  Not game time, sleep... 
03-05 21:40:38  Not game time, sleep... 
03-05 21:41:38  Not game time, sleep... 
03-05 21:42:38  Not game time, sleep... 
03-05 21:43:38  Not game time, sleep... 
03-05 21:44:38  Not game time, sleep... 
03-05 21:45:38  Not game time, sleep... 
03-05 21:46:38  Not game time, sleep... 
03-05 21:47:38  Not game time, sleep... 
03-05 21:48:38  Not game time, sleep... 
03-05 21:49:38  Not game time, sleep... 
03-05 21:50:38  Not game time, sleep... 
03-05 21:51:39  Not game time, sleep... 
03-05 21:52:39  Not game time, sleep... 
03-05 21:53:39  Not game time, sleep... 
03-05 21:54:39  Not game time, sleep... 
03-05 21:55:39  Not game time, sleep... 
03-05 21:56:39  Not game time, sleep... 
03-05 21:57:39  Not game time, sleep... 
03-05 21:58:39  Not game time, sleep... 
03-05 21:59:39  Not game time, sleep... 
03-05 22:00:39  Not game time, sleep... 
03-05 22:01:39  Not game time, sleep... 
03-05 22:02:39  Not game time, sleep... 
03-05 22:03:39  Not game time, sleep... 
03-05 22:04:39  Not game time, sleep... 
03-05 22:05:39  Not game time, sleep... 
03-05 22:06:39  Not game time, sleep... 
03-05 22:07:39  Not game time, sleep... 
03-05 22:08:39  Not game time, sleep... 
03-05 22:09:39  Not game time, sleep... 
03-05 22:10:39  Not game time, sleep... 
03-05 22:11:39  Not game time, sleep... 
03-05 22:12:39  Not game time, sleep... 
03-05 22:13:39  Not game time, sleep... 
03-05 22:14:39  Not game time, sleep... 
03-05 22:15:39  Not game time, sleep... 
03-05 22:16:39  Not game time, sleep... 
03-05 22:17:39  Not game time, sleep... 
03-05 22:18:39  Not game time, sleep... 
03-05 22:19:39  Not game time, sleep... 
03-05 22:20:39  Not game time, sleep... 
03-05 22:21:39  Not game time, sleep... 
03-05 22:22:39  Not game time, sleep... 
03-05 22:23:39  Not game time, sleep... 
03-05 22:24:39  Not game time, sleep... 
03-05 22:25:39  Not game time, sleep... 
03-05 22:26:39  Not game time, sleep... 
03-05 22:27:39  Not game time, sleep... 
03-05 22:28:39  Not game time, sleep... 
03-05 22:29:39  Not game time, sleep... 
03-05 22:30:39  Not game time, sleep... 
03-05 22:31:39  Not game time, sleep... 
03-05 22:32:39  Not game time, sleep... 
03-05 22:33:39  Not game time, sleep... 
03-05 22:34:39  Not game time, sleep... 
03-05 22:35:39  Not game time, sleep... 
03-05 22:36:39  Not game time, sleep... 
03-05 22:37:39  Not game time, sleep... 
03-05 22:38:39  Not game time, sleep... 
03-05 22:39:39  Not game time, sleep... 
03-05 22:40:39  Not game time, sleep... 
03-05 22:41:39  Not game time, sleep... 
03-05 22:42:39  Not game time, sleep... 
03-05 22:43:39  Not game time, sleep... 
03-05 22:44:39  Not game time, sleep... 
03-05 22:45:39  Not game time, sleep... 
03-05 22:46:39  Not game time, sleep... 
03-05 22:47:39  Not game time, sleep... 
03-05 22:48:39  Not game time, sleep... 
03-05 22:49:39  Not game time, sleep... 
03-05 22:50:39  Not game time, sleep... 
03-05 22:51:39  Not game time, sleep... 
03-05 22:52:39  Not game time, sleep... 
03-05 22:53:39  Not game time, sleep... 
03-05 22:54:39  Not game time, sleep... 
03-05 22:55:39  Not game time, sleep... 
03-05 22:56:39  Not game time, sleep... 
03-05 22:57:39  Not game time, sleep... 
03-05 22:58:39  Not game time, sleep... 
03-05 22:59:39  Not game time, sleep... 
03-05 23:00:39  Not game time, sleep... 
03-05 23:01:39  Not game time, sleep... 
03-05 23:02:39  Not game time, sleep... 
03-05 23:03:39  Not game time, sleep... 
03-05 23:04:39  Not game time, sleep... 
03-05 23:05:39  Not game time, sleep... 
03-05 23:06:39  Not game time, sleep... 
03-05 23:07:39  Not game time, sleep... 
03-05 23:08:39  Not game time, sleep... 
03-05 23:09:39  Not game time, sleep... 
03-05 23:10:39  Not game time, sleep... 
03-05 23:11:39  Not game time, sleep... 
03-05 23:12:39  Not game time, sleep... 
03-05 23:13:39  Not game time, sleep... 
03-05 23:14:39  Not game time, sleep... 
03-05 23:15:39  Not game time, sleep... 
03-05 23:16:39  Not game time, sleep... 
03-05 23:17:39  Not game time, sleep... 
03-05 23:18:39  Not game time, sleep... 
03-05 23:19:39  Not game time, sleep... 
03-05 23:20:39  Not game time, sleep... 
03-05 23:21:39  Not game time, sleep... 
03-05 23:22:39  Not game time, sleep... 
03-05 23:23:39  Not game time, sleep... 
03-05 23:24:39  Not game time, sleep... 
03-05 23:25:39  Not game time, sleep... 
03-05 23:26:39  Not game time, sleep... 
03-05 23:27:39  Not game time, sleep... 
03-05 23:28:39  Not game time, sleep... 
03-05 23:29:39  Not game time, sleep... 
03-05 23:30:39  Not game time, sleep... 
03-05 23:31:39  Not game time, sleep... 
03-05 23:32:39  Not game time, sleep... 
03-05 23:33:39  Not game time, sleep... 
03-05 23:34:39  Not game time, sleep... 
03-05 23:35:39  Not game time, sleep... 
03-05 23:36:39  Not game time, sleep... 
03-05 23:37:39  Not game time, sleep... 
03-05 23:38:39  Not game time, sleep... 
03-05 23:39:39  Not game time, sleep... 
03-05 23:40:39  Not game time, sleep... 
03-05 23:41:39  Not game time, sleep... 
03-05 23:42:39  Not game time, sleep... 
03-05 23:43:39  Not game time, sleep... 
03-05 23:44:39  Not game time, sleep... 
03-05 23:45:39  Not game time, sleep... 
03-05 23:46:39  Not game time, sleep... 
03-05 23:47:39  Not game time, sleep... 
03-05 23:48:39  Not game time, sleep... 
03-05 23:49:39  Not game time, sleep... 
03-05 23:50:39  Not game time, sleep... 
03-05 23:51:39  Not game time, sleep... 
03-05 23:52:39  Not game time, sleep... 
03-05 23:53:39  Not game time, sleep... 
03-05 23:54:39  Not game time, sleep... 
03-05 23:55:39  Not game time, sleep... 
03-05 23:56:39  Not game time, sleep... 
03-05 23:57:39  Not game time, sleep... 
03-05 23:58:39  Not game time, sleep... 
03-05 23:59:39  Not game time, sleep... 
03-06 00:00:39  New day is coming 6 
03-06 00:00:39  Not game time, sleep... 
03-06 00:01:39  Not game time, sleep... 
03-06 00:02:39  Not game time, sleep... 
03-06 00:03:39  Not game time, sleep... 
03-06 00:04:39  Not game time, sleep... 
03-06 00:05:39  Not game time, sleep... 
03-06 00:06:39  Not game time, sleep... 
03-06 00:07:39  Not game time, sleep... 
03-06 00:08:39  Not game time, sleep... 
03-06 00:09:39  Not game time, sleep... 
03-06 00:10:39  Not game time, sleep... 
03-06 00:11:39  Not game time, sleep... 
03-06 00:12:39  Not game time, sleep... 
03-06 00:13:39  Not game time, sleep... 
03-06 00:14:39  Not game time, sleep... 
03-06 00:15:39  Not game time, sleep... 
03-06 00:16:39  Not game time, sleep... 
03-06 00:17:39  Not game time, sleep... 
03-06 00:18:39  Not game time, sleep... 
03-06 00:19:39  Not game time, sleep... 
03-06 00:20:39  Not game time, sleep... 
03-06 00:21:39  Not game time, sleep... 
03-06 00:22:39  Not game time, sleep... 
03-06 00:23:39  Not game time, sleep... 
03-06 00:24:39  Not game time, sleep... 
03-06 00:25:39  Not game time, sleep... 
